# Constructed from biom file
#OTU ID	s4004-taxa	sW3-taxa	s3894-taxa	sW1-taxa	s3761-taxa	s4281-taxa	s3940-taxa	s3654-taxa	sW2-taxa	s3961-taxa	s3954-taxa	s3574-taxa	s3764-taxa	s3594-taxa	s4280-taxa	s3951-taxa	s3681-taxa	s3520-taxa	s3570-taxa	s3680-taxa	s4011-taxa	s3521-taxa	s3751-taxa	s3330-taxa	s3981-taxa	s3760-taxa	sS3-taxa	s3944-taxa	s4284-taxa	s3590-taxa	s3730-taxa	sE2-taxa	s3591-taxa	s3651-taxa	s3451-taxa	s3731-taxa	sE4-taxa	s3684-taxa	s3950-taxa	sS1-taxa	s3331-taxa	s3524-taxa	s3851-taxa	s3960-taxa	s4000-taxa	s4001-taxa	s3854-taxa	s3850-taxa	s3890-taxa	s4014-taxa	s3941-taxa	s3650-taxa	s3964-taxa	s3754-taxa	s4010-taxa	s3984-taxa	s3980-taxa	sE3-taxa	sS4-taxa	s3750-taxa	s3400-taxa	s3891-taxa	sE5-taxa	sS2-taxa	s3734-taxa	s3401-taxa	s3450-taxa	s3334-taxa	s3571-taxa	s3454-taxa	s3404-taxa	sE1-taxa	Consensus Lineage
33056	0.0	0.0	17.0	0.0	2.0	3.0	0.0	6.0	0.0	0.0	2.0	1.0	7.0	2.0	0.0	0.0	6.0	0.0	1.0	0.0	1.0	8.0	1.0	2.0	31.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	19.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	14.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	4.0	3.0	0.0	46.0	29.0	0.0	30.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Kinetoplastibacterium; s__Candidatus Kinetoplastibacterium crithidii
669502	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Candidatus Profftella; s__armatura
543913	0.0	0.0	4.0	0.0	10.0	5.0	1.0	2.0	1.0	0.0	5.0	2.0	0.0	2.0	1.0	0.0	5.0	0.0	74.0	1.0	3.0	6.0	0.0	1.0	0.0	2.0	3.0	0.0	1.0	6.0	0.0	0.0	2.0	3.0	4.0	52.0	0.0	85.0	2.0	1.0	6.0	12.0	0.0	6.0	0.0	3.0	2.0	1.0	5.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	1.0	0.0	3.0	1.0	0.0	2.0	0.0	4.0	11.0	0.0	1.0	8.0	35.0	1.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Candidatus Accumulibacter; s__beta proteobacterium CB
90627	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Gallionellales; f__Gallionellaceae; g__; s__
63745	0.0	0.0	9.0	0.0	1.0	20.0	1.0	21.0	0.0	0.0	3.0	2.0	0.0	8.0	0.0	5.0	1.0	0.0	201.0	0.0	3.0	0.0	5.0	0.0	27.0	0.0	0.0	0.0	31.0	1.0	1.0	0.0	9.0	5.0	19.0	4.0	0.0	0.0	6.0	0.0	5.0	2.0	15.0	3.0	10.0	11.0	2.0	2.0	0.0	51.0	1.0	0.0	1.0	1.0	3.0	51.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	5.0	2.0	0.0	16.0	4.0	6.0	4.0	1.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Gallionellales; f__Gallionellaceae; g__Sideroxydans; s__lithotrophicus
370405	0.0	0.0	3.0	0.0	3.0	1.0	0.0	1.0	0.0	1.0	16.0	4.0	0.0	2.0	0.0	0.0	5.0	0.0	7.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	4.0	3.0	0.0	0.0	6.0	0.0	0.0	4.0	0.0	2.0	1.0	0.0	1.0	3.0	5.0	0.0	0.0	6.0	1.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	53.0	4.0	0.0	13.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Gallionellales; f__Gallionellaceae; g__Gallionella; s__capsiferriformans
213115	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__; g__; s__
194924	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__; s__
872	0.0	0.0	24.0	0.0	0.0	10.0	0.0	1.0	0.0	0.0	3.0	4.0	0.0	3.0	7.0	17.0	1.0	0.0	11.0	0.0	1.0	0.0	7.0	3.0	97.0	0.0	0.0	1.0	16.0	1.0	0.0	0.0	51.0	1.0	13.0	0.0	0.0	2.0	6.0	1.0	0.0	36.0	0.0	0.0	0.0	36.0	1.0	0.0	0.0	6.0	19.0	0.0	4.0	0.0	0.0	5.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	33.0	8.0	18.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__
182210	0.0	0.0	56.0	0.0	1.0	16.0	1.0	6.0	0.0	0.0	25.0	17.0	0.0	23.0	4.0	30.0	4.0	0.0	23.0	0.0	3.0	0.0	18.0	21.0	106.0	0.0	2.0	2.0	29.0	1.0	1.0	0.0	109.0	1.0	21.0	0.0	0.0	11.0	23.0	0.0	0.0	50.0	8.0	2.0	0.0	91.0	0.0	0.0	1.0	49.0	162.0	0.0	5.0	0.0	1.0	56.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	0.0	41.0	5.0	71.0	3.0	4.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__aespoeensis
879567	0.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	36.0	0.0	0.0	7.0	2.0	6.0	1.0	2.0	0.0	0.0	0.0	86.0	1.0	0.0	14.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	6.0	6.0	0.0	0.0	7.0	1.0	0.0	3.0	81.0	5.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__piezophilus
29546	0.0	0.0	8.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	6.0	7.0	1.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	21.0	64.0	3.0	0.0	1.0	0.0	2.0	1.0	0.0	147.0	1.0	14.0	1.0	0.0	0.0	0.0	1.0	0.0	56.0	0.0	12.0	8.0	45.0	0.0	1.0	1.0	2.0	29.0	0.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	12.0	4.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Lawsonia; s__intracellularis
31	0.0	0.0	11.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	1.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	13.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	3.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	10.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae; g__; s__
32	0.0	0.0	28.0	0.0	0.0	8.0	2.0	4.0	0.0	0.0	7.0	6.0	0.0	8.0	1.0	23.0	2.0	0.0	12.0	0.0	0.0	0.0	2.0	9.0	26.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	40.0	1.0	13.0	0.0	0.0	4.0	20.0	0.0	0.0	43.0	1.0	3.0	0.0	45.0	0.0	0.0	6.0	2.0	73.0	1.0	0.0	0.0	0.0	18.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	2.0	34.0	3.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae; g__Myxococcus; s__
447217	0.0	0.0	2.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	2.0	4.0	9.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	23.0	1.0	18.0	0.0	0.0	0.0	2.0	0.0	0.0	15.0	3.0	2.0	1.0	2.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	5.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__sp. K
69541	0.0	0.0	14.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	33.0	0.0	0.0	0.0	3.0	0.0	12.0	0.0	11.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	0.0	3.0	5.0	0.0	2.0	1.0	1.0	0.0	9.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	7.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	11.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__; g__; s__
28223	0.0	0.0	4.0	0.0	29.0	1.0	3.0	0.0	0.0	0.0	57.0	0.0	1.0	3.0	0.0	20.0	1.0	0.0	6.0	0.0	0.0	0.0	5.0	1.0	0.0	1.0	0.0	0.0	10.0	2.0	0.0	0.0	5.0	0.0	1.0	5.0	0.0	6.0	6.0	0.0	2.0	1.0	0.0	10.0	0.0	4.0	0.0	0.0	0.0	3.0	10.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	31.0	0.0	0.0	5.0	6.0	0.0	2.0	1.0	4.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfobacula; s__toluolica
673862	0.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__Candidatus Babela; s__massiliensis
201	0.0	0.0	1.0	0.0	5.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	1.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	13.0	0.0	1.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	2.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__lari
944547	0.0	0.0	31.0	0.0	0.0	4.0	2.0	4.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	5.0	4.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0	11.0	14.0	2.0	0.0	0.0	1.0	0.0	0.0	5.0	4.0	1.0	13.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	42.0	0.0	0.0	4.0	0.0	0.0	65.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Arcobacter; s__sp. L
44674	0.0	0.0	7.0	0.0	10.0	18.0	1.0	5.0	0.0	0.0	7.0	3.0	9.0	12.0	0.0	0.0	37.0	0.0	0.0	0.0	2.0	0.0	1.0	3.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	4.0	2.0	1.0	1.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	5.0	0.0	16.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	44.0	0.0	0.0	6.0	0.0	0.0	35.0	1.0	1.0	13.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Sulfurospirillum; s__barnesii
209	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__
210	0.0	0.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	5.0	12.0	1.0	5.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	16.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	13.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	10.0	2.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	6.0	5.0	3.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	5.0	3.0	10.0	29.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__pylori
202746	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Sulfurimonas; s__
202747	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	20.0	0.0	1.0	59.0	1.0	0.0	0.0	12.0	0.0	0.0	1.0	5.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	6.0	1.0	0.0	0.0	9.0	0.0	0.0	3.0	5.0	0.0	1.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	1.0	6.0	0.0	0.0	7.0	0.0	1.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Sulfurimonas; s__autotrophica
269261	0.0	0.0	12.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	3.0	0.0	27.0	0.0	4.0	0.0	0.0	1.0	21.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	0.0	16.0	0.0	0.0	0.0	29.0	0.0	0.0	1.0	0.0	41.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	3.0	0.0	2.0	1.0	24.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Nitratifractor; s__salsuginis
387093	0.0	0.0	5.0	0.0	3.0	3.0	2.0	0.0	0.0	0.0	2.0	7.0	0.0	26.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	16.0	11.0	1.0	0.0	0.0	0.0	2.0	3.0	2.0	0.0	0.0	14.0	19.0	0.0	55.0	0.0	2.0	1.0	0.0	0.0	6.0	0.0	1.0	0.0	22.0	1.0	0.0	0.0	0.0	2.0	0.0	16.0	1.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	11.0	1.0	0.0	45.0	2.0	4.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Sulfurovum; s__sp. NBC37-1
387092	0.0	0.0	1.0	0.0	18.0	0.0	6.0	0.0	0.0	0.0	50.0	7.0	0.0	3.0	0.0	0.0	16.0	1.0	1.0	0.0	1.0	57.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	2.0	0.0	0.0	23.0	0.0	3.0	4.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Nautiliales; f__Nautiliaceae; g__Nitratiruptor; s__sp. SB155-2
244787	0.0	0.0	4.0	0.0	18.0	0.0	2.0	4.0	0.0	2.0	62.0	2.0	7.0	40.0	0.0	0.0	24.0	1.0	0.0	0.0	3.0	0.0	7.0	1.0	18.0	0.0	2.0	0.0	1.0	6.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	2.0	3.0	0.0	0.0	5.0	2.0	5.0	12.0	14.0	3.0	0.0	0.0	10.0	18.0	0.0	1.0	8.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	3.0	1.0	0.0	26.0	2.0	5.0	23.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Nautiliales; f__Nautiliaceae; g__Nautilia; s__profundicola
82115	0.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	17.0	0.0	1.0	1.0	0.0	12.0	0.0	1.0	0.0	2.0	3.0	7.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	31.0	2.0	4.0	4.0	0.0	1.0	3.0	1.0	0.0	3.0	1.0	2.0	1.0	7.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	2.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	3.0	2.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__
379	0.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	6.0	1.0	0.0	0.0	0.0	15.0	0.0	1.0	0.0	2.0	0.0	6.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	27.0	0.0	1.0	0.0	12.0	5.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium; s__
373	0.0	0.0	10.0	0.0	15.0	8.0	2.0	21.0	0.0	0.0	6.0	23.0	0.0	17.0	2.0	4.0	11.0	0.0	97.0	1.0	1.0	7.0	11.0	12.0	27.0	0.0	0.0	16.0	6.0	4.0	0.0	0.0	72.0	7.0	39.0	6.0	0.0	1.0	9.0	0.0	2.0	102.0	1.0	13.0	0.0	16.0	0.0	0.0	1.0	2.0	12.0	0.0	0.0	1.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	2.0	11.0	7.0	0.0	43.0	88.0	18.0	33.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__vitis
110321	0.0	0.0	3.0	0.0	2.0	11.0	0.0	4.0	0.0	0.0	4.0	1.0	0.0	12.0	1.0	16.0	0.0	1.0	94.0	0.0	0.0	53.0	5.0	2.0	12.0	0.0	1.0	2.0	11.0	2.0	0.0	0.0	24.0	3.0	2.0	1.0	0.0	2.0	10.0	1.0	3.0	9.0	8.0	4.0	14.0	13.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	2.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	4.0	0.0	1.0	0.0	1.0	6.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Sinorhizobium; s__medicae
44255	0.0	0.0	1.0	0.0	28.0	0.0	2.0	6.0	0.0	0.0	1.0	0.0	0.0	11.0	0.0	1.0	1.0	0.0	448.0	0.0	3.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0	5.0	0.0	1.0	15.0	2.0	20.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	29.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	5.0	1.0	0.0	9.0	0.0	13.0	0.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__oligotrophicum
912	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	10.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	3.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Nitrobacter; s__hamburgensis
81	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__
53399	0.0	0.0	10.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	19.0	0.0	0.0	4.0	0.0	2.0	0.0	3.0	0.0	20.0	20.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	0.0	89.0	1.0	26.0	1.0	0.0	1.0	0.0	0.0	2.0	27.0	1.0	7.0	0.0	36.0	0.0	1.0	1.0	4.0	146.0	0.0	2.0	3.0	1.0	18.0	0.0	0.0	1.0	0.0	0.0	14.0	0.0	0.0	2.0	1.0	1.0	40.0	4.0	22.0	3.0	3.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__denitrificans
